Country,Category,Field,Year,Status,Score Percent
Czech Republic,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Denmark,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Estonia,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Finland,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
France,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Georgia,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Not applied,0
Germany,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Greece,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Hungary,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Iceland,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Ireland,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Italy,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Kosovo,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Latvia,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Liechtenstein,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Lithuania,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Luxembourg,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Malta,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Moldova,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Monaco,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Montenegro,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Netherlands,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
North Macedonia,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Norway,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Poland,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Not applied,0
Portugal,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Romania,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Russia,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Not applied,0
San Marino,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Serbia,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Slovakia,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Slovenia,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Spain,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Sweden,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Switzerland,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Turkey,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Not applied,0
Ukraine,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
United Kingdom,Civil Society Space,LGBTI human rights defenders are not at risk,2023,Nationally or federally applied,0.015
Albania,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Andorra,Equality & Non-Discrimination,Law (gender expression),2022,Nationally or federally applied,0.0183
Armenia,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Austria,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Azerbaijan,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Belarus,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Belgium,Equality & Non-Discrimination,Law (gender expression),2022,Nationally or federally applied,0.0183
Bosnia and Herzegovina,Equality & Non-Discrimination,Law (gender expression),2022,Nationally or federally applied,0.0183
Bulgaria,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Croatia,Equality & Non-Discrimination,Law (gender expression),2022,Nationally or federally applied,0.0183
Cyprus,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Czech Republic,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Denmark,Equality & Non-Discrimination,Law (gender expression),2022,Nationally or federally applied,0.0183
Estonia,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Finland,Equality & Non-Discrimination,Law (gender expression),2022,Nationally or federally applied,0.0183
France,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Georgia,Equality & Non-Discrimination,Law (gender expression),2022,Nationally or federally applied,0.0183
Germany,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Greece,Equality & Non-Discrimination,Law (gender expression),2022,Nationally or federally applied,0.0183
Hungary,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Iceland,Equality & Non-Discrimination,Law (gender expression),2022,Nationally or federally applied,0.0183
Ireland,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Italy,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Kosovo,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Latvia,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Liechtenstein,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Lithuania,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Luxembourg,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Malta,Equality & Non-Discrimination,Law (gender expression),2022,Nationally or federally applied,0.0183
Moldova,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Monaco,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Montenegro,Equality & Non-Discrimination,Law (gender expression),2022,Nationally or federally applied,0.0183
Netherlands,Equality & Non-Discrimination,Law (gender expression),2022,Nationally or federally applied,0.0183
North Macedonia,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Norway,Equality & Non-Discrimination,Law (gender expression),2022,Nationally or federally applied,0.0183
Poland,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Portugal,Equality & Non-Discrimination,Law (gender expression),2022,Nationally or federally applied,0.0183
Romania,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Russia,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
San Marino,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Serbia,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Slovakia,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Slovenia,Equality & Non-Discrimination,Law (gender expression),2022,Nationally or federally applied,0.0183
Spain,Equality & Non-Discrimination,Law (gender expression),2022,P,0.0183
Sweden,Equality & Non-Discrimination,Law (gender expression),2022,Nationally or federally applied,0.0183
Switzerland,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Turkey,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Ukraine,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
United Kingdom,Equality & Non-Discrimination,Law (gender expression),2022,Not applied,0
Albania,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Andorra,Equality & Non-Discrimination,Law (gender expression),2023,Nationally or federally applied,0.0183
Armenia,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Austria,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Azerbaijan,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Belarus,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Belgium,Equality & Non-Discrimination,Law (gender expression),2023,Nationally or federally applied,0.0183
Bosnia and Herzegovina,Equality & Non-Discrimination,Law (gender expression),2023,Nationally or federally applied,0.0183
Bulgaria,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Croatia,Equality & Non-Discrimination,Law (gender expression),2023,Nationally or federally applied,0.0183
Cyprus,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Czech Republic,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Denmark,Equality & Non-Discrimination,Law (gender expression),2023,Nationally or federally applied,0.0183
Estonia,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Finland,Equality & Non-Discrimination,Law (gender expression),2023,Nationally or federally applied,0.0183
France,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Georgia,Equality & Non-Discrimination,Law (gender expression),2023,Nationally or federally applied,0.0183
Germany,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Greece,Equality & Non-Discrimination,Law (gender expression),2023,Nationally or federally applied,0.0183
Hungary,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Iceland,Equality & Non-Discrimination,Law (gender expression),2023,Nationally or federally applied,0.0183
Ireland,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Italy,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Kosovo,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Latvia,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Liechtenstein,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Lithuania,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Luxembourg,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Malta,Equality & Non-Discrimination,Law (gender expression),2023,Nationally or federally applied,0.0183
Moldova,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Monaco,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Montenegro,Equality & Non-Discrimination,Law (gender expression),2023,Nationally or federally applied,0.0183
Netherlands,Equality & Non-Discrimination,Law (gender expression),2023,Nationally or federally applied,0.0183
North Macedonia,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Norway,Equality & Non-Discrimination,Law (gender expression),2023,Nationally or federally applied,0.0183
Poland,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Portugal,Equality & Non-Discrimination,Law (gender expression),2023,Nationally or federally applied,0.0183
Romania,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Russia,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
San Marino,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Serbia,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Slovakia,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Slovenia,Equality & Non-Discrimination,Law (gender expression),2023,Nationally or federally applied,0.0183
Spain,Equality & Non-Discrimination,Law (gender expression),2023,Nationally or federally applied,0.0183
Sweden,Equality & Non-Discrimination,Law (gender expression),2023,Nationally or federally applied,0.0183
Switzerland,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Turkey,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Ukraine,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
United Kingdom,Equality & Non-Discrimination,Law (gender expression),2023,Not applied,0
Albania,Asylum,Law (gender identity),2022,Not applied,0
Andorra,Asylum,Law (gender identity),2022,Not applied,0
Armenia,Asylum,Law (gender identity),2022,Not applied,0
Austria,Asylum,Law (gender identity),2022,Nationally or federally applied,0.015
Azerbaijan,Asylum,Law (gender identity),2022,Not applied,0
Belarus,Asylum,Law (gender identity),2022,Not applied,0
Belgium,Asylum,Law (gender identity),2022,Nationally or federally applied,0.015
Bosnia and Herzegovina,Asylum,Law (gender identity),2022,Not applied,0
Bulgaria,Asylum,Law (gender identity),2022,Not applied,0
Croatia,Asylum,Law (gender identity),2022,Nationally or federally applied,0.015
Cyprus,Asylum,Law (gender identity),2022,Nationally or federally applied,0.015
Czech Republic,Asylum,Law (gender identity),2022,Not applied,0
Denmark,Asylum,Law (gender identity),2022,Not applied,0
Estonia,Asylum,Law (gender identity),2022,Not applied,0
Finland,Asylum,Law (gender identity),2022,Nationally or federally applied,0.015
France,Asylum,Law (gender identity),2022,Nationally or federally applied,0.015
Georgia,Asylum,Law (gender identity),2022,Not applied,0
Germany,Asylum,Law (gender identity),2022,Nationally or federally applied,0.015
Greece,Asylum,Law (gender identity),2022,Nationally or federally applied,0.015
Hungary,Asylum,Law (gender identity),2022,Not applied,0
Iceland,Asylum,Law (gender identity),2022,Nationally or federally applied,0.015
Ireland,Asylum,Law (gender identity),2022,Nationally or federally applied,0.015
Italy,Asylum,Law (gender identity),2022,Nationally or federally applied,0.015
Kosovo,Asylum,Law (gender identity),2022,Nationally or federally applied,0.015
Latvia,Asylum,Law (gender identity),2022,Nationally or federally applied,0.015
Liechtenstein,Asylum,Law (gender identity),2022,Nationally or federally applied,0.015
Lithuania,Asylum,Law (gender identity),2022,Not applied,0
Luxembourg,Asylum,Law (gender identity),2022,Nationally or federally applied,0.015
Malta,Asylum,Law (gender identity),2022,Nationally or federally applied,0.015
Moldova,Asylum,Law (gender identity),2022,Not applied,0
Monaco,Asylum,Law (gender identity),2022,Not applied,0
Montenegro,Asylum,Law (gender identity),2022,Nationally or federally applied,0.015
Netherlands,Asylum,Law (gender identity),2022,Nationally or federally applied,0.015
North Macedonia,Asylum,Law (gender identity),2022,Nationally or federally applied,0.015
Norway,Asylum,Law (gender identity),2022,Nationally or federally applied,0.015
Poland,Asylum,Law (gender identity),2022,Not applied,0
Portugal,Asylum,Law (gender identity),2022,Nationally or federally applied,0.015
Romania,Asylum,Law (gender identity),2022,Not applied,0
Russia,Asylum,Law (gender identity),2022,Not applied,0
San Marino,Asylum,Law (gender identity),2022,Not applied,0
Serbia,Asylum,Law (gender identity),2022,Nationally or federally applied,0.015
Slovakia,Asylum,Law (gender identity),2022,Nationally or federally applied,0.015
Slovenia,Asylum,Law (gender identity),2022,Nationally or federally applied,0.015
Spain,Asylum,Law (gender identity),2022,Nationally or federally applied,0.015
Sweden,Asylum,Law (gender identity),2022,Nationally or federally applied,0.015
Switzerland,Asylum,Law (gender identity),2022,Not applied,0
Turkey,Asylum,Law (gender identity),2022,Not applied,0
Ukraine,Asylum,Law (gender identity),2022,Not applied,0
United Kingdom,Asylum,Law (gender identity),2022,Not applied,0
Albania,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
Andorra,Asylum,Law (gender identity),2023,Not applied,0
Armenia,Asylum,Law (gender identity),2023,Not applied,0
Austria,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
Azerbaijan,Asylum,Law (gender identity),2023,Not applied,0
Belarus,Asylum,Law (gender identity),2023,Not applied,0
Belgium,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
Bosnia and Herzegovina,Asylum,Law (gender identity),2023,Not applied,0
Bulgaria,Asylum,Law (gender identity),2023,Not applied,0
Croatia,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
Cyprus,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
Czech Republic,Asylum,Law (gender identity),2023,Not applied,0
Denmark,Asylum,Law (gender identity),2023,Not applied,0
Estonia,Asylum,Law (gender identity),2023,Not applied,0
Finland,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
France,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
Georgia,Asylum,Law (gender identity),2023,Not applied,0
Germany,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
Greece,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
Hungary,Asylum,Law (gender identity),2023,Not applied,0
Iceland,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
Ireland,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
Italy,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
Kosovo,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
Latvia,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
Liechtenstein,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
Lithuania,Asylum,Law (gender identity),2023,Not applied,0
Luxembourg,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
Malta,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
Moldova,Asylum,Law (gender identity),2023,Not applied,0
Monaco,Asylum,Law (gender identity),2023,Not applied,0
Montenegro,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
Netherlands,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
North Macedonia,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
Norway,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
Poland,Asylum,Law (gender identity),2023,Not applied,0
Portugal,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
Romania,Asylum,Law (gender identity),2023,Not applied,0
Russia,Asylum,Law (gender identity),2023,Not applied,0
San Marino,Asylum,Law (gender identity),2023,Not applied,0
Serbia,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
Slovakia,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
Slovenia,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
Spain,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
Sweden,Asylum,Law (gender identity),2023,Nationally or federally applied,0.015
Switzerland,Asylum,Law (gender identity),2023,Not applied,0
Turkey,Asylum,Law (gender identity),2023,Not applied,0
Ukraine,Asylum,Law (gender identity),2023,Not applied,0
United Kingdom,Asylum,Law (gender identity),2023,Not applied,0
Albania,Asylum,Law (intersex),2022,Not applied,0
Andorra,Asylum,Law (intersex),2022,Not applied,0
Armenia,Asylum,Law (intersex),2022,Not applied,0
Austria,Asylum,Law (intersex),2022,Not applied,0
Azerbaijan,Asylum,Law (intersex),2022,Not applied,0
Belarus,Asylum,Law (intersex),2022,Not applied,0
Belgium,Asylum,Law (intersex),2022,Nationally or federally applied,0.015
Bosnia and Herzegovina,Asylum,Law (intersex),2022,Not applied,0
Bulgaria,Asylum,Law (intersex),2022,Not applied,0
Croatia,Asylum,Law (intersex),2022,Not applied,0
Cyprus,Asylum,Law (intersex),2022,Not applied,0
Czech Republic,Asylum,Law (intersex),2022,Not applied,0
Denmark,Asylum,Law (intersex),2022,Not applied,0
Estonia,Asylum,Law (intersex),2022,Not applied,0
Finland,Asylum,Law (intersex),2022,Not applied,0
France,Asylum,Law (intersex),2022,Not applied,0
Georgia,Asylum,Law (intersex),2022,Not applied,0
Germany,Asylum,Law (intersex),2022,Not applied,0
Greece,Asylum,Law (intersex),2022,Not applied,0
Hungary,Asylum,Law (intersex),2022,Not applied,0
Iceland,Asylum,Law (intersex),2022,Nationally or federally applied,0.015
Ireland,Asylum,Law (intersex),2022,Not applied,0
Italy,Asylum,Law (intersex),2022,Not applied,0
Kosovo,Asylum,Law (intersex),2022,Not applied,0
Latvia,Asylum,Law (intersex),2022,Not applied,0
Liechtenstein,Asylum,Law (intersex),2022,Not applied,0
Lithuania,Asylum,Law (intersex),2022,Not applied,0
Luxembourg,Asylum,Law (intersex),2022,Not applied,0
Malta,Asylum,Law (intersex),2022,Nationally or federally applied,0.015
Moldova,Asylum,Law (intersex),2022,Not applied,0
Monaco,Asylum,Law (intersex),2022,Not applied,0
Montenegro,Asylum,Law (intersex),2022,Nationally or federally applied,0.015
Netherlands,Asylum,Law (intersex),2022,Not applied,0
North Macedonia,Asylum,Law (intersex),2022,Not applied,0
Norway,Asylum,Law (intersex),2022,Nationally or federally applied,0.015
Poland,Asylum,Law (intersex),2022,Not applied,0
Portugal,Asylum,Law (intersex),2022,Not applied,0
Romania,Asylum,Law (intersex),2022,Not applied,0
Russia,Asylum,Law (intersex),2022,Not applied,0
San Marino,Asylum,Law (intersex),2022,Not applied,0
Serbia,Asylum,Law (intersex),2022,Not applied,0
Slovakia,Asylum,Law (intersex),2022,Not applied,0
Slovenia,Asylum,Law (intersex),2022,Not applied,0
Spain,Asylum,Law (intersex),2022,Nationally or federally applied,0.015
Sweden,Asylum,Law (intersex),2022,Nationally or federally applied,0.015
Switzerland,Asylum,Law (intersex),2022,Not applied,0
Turkey,Asylum,Law (intersex),2022,Not applied,0
Ukraine,Asylum,Law (intersex),2022,Not applied,0
United Kingdom,Asylum,Law (intersex),2022,Not applied,0
Albania,Asylum,Law (intersex),2023,Not applied,0
Andorra,Asylum,Law (intersex),2023,Not applied,0
Armenia,Asylum,Law (intersex),2023,Not applied,0
Austria,Asylum,Law (intersex),2023,Not applied,0
Azerbaijan,Asylum,Law (intersex),2023,Not applied,0
Belarus,Asylum,Law (intersex),2023,Not applied,0
Belgium,Asylum,Law (intersex),2023,Nationally or federally applied,0.015
Bosnia and Herzegovina,Asylum,Law (intersex),2023,Not applied,0
Bulgaria,Asylum,Law (intersex),2023,Not applied,0
Croatia,Asylum,Law (intersex),2023,Not applied,0
Cyprus,Asylum,Law (intersex),2023,Not applied,0
Czech Republic,Asylum,Law (intersex),2023,Not applied,0
Denmark,Asylum,Law (intersex),2023,Not applied,0
Estonia,Asylum,Law (intersex),2023,Not applied,0
Finland,Asylum,Law (intersex),2023,Not applied,0
France,Asylum,Law (intersex),2023,Not applied,0
Georgia,Asylum,Law (intersex),2023,Not applied,0
Germany,Asylum,Law (intersex),2023,Not applied,0
Greece,Asylum,Law (intersex),2023,Not applied,0
Hungary,Asylum,Law (intersex),2023,Not applied,0
Iceland,Asylum,Law (intersex),2023,Nationally or federally applied,0.015
Ireland,Asylum,Law (intersex),2023,Not applied,0
Italy,Asylum,Law (intersex),2023,Not applied,0
Kosovo,Asylum,Law (intersex),2023,Not applied,0
Latvia,Asylum,Law (intersex),2023,Not applied,0
Liechtenstein,Asylum,Law (intersex),2023,Not applied,0
Lithuania,Asylum,Law (intersex),2023,Not applied,0
Luxembourg,Asylum,Law (intersex),2023,Not applied,0
Malta,Asylum,Law (intersex),2023,Nationally or federally applied,0.015
Moldova,Asylum,Law (intersex),2023,Not applied,0
Monaco,Asylum,Law (intersex),2023,Not applied,0
Montenegro,Asylum,Law (intersex),2023,Nationally or federally applied,0.015
Netherlands,Asylum,Law (intersex),2023,Not applied,0
North Macedonia,Asylum,Law (intersex),2023,Not applied,0
Norway,Asylum,Law (intersex),2023,Nationally or federally applied,0.015
Poland,Asylum,Law (intersex),2023,Not applied,0
Portugal,Asylum,Law (intersex),2023,Not applied,0
Romania,Asylum,Law (intersex),2023,Not applied,0
Russia,Asylum,Law (intersex),2023,Not applied,0
San Marino,Asylum,Law (intersex),2023,Not applied,0
Serbia,Asylum,Law (intersex),2023,Not applied,0
Slovakia,Asylum,Law (intersex),2023,Not applied,0
Slovenia,Asylum,Law (intersex),2023,Not applied,0
Spain,Asylum,Law (intersex),2023,Nationally or federally applied,0.015
Sweden,Asylum,Law (intersex),2023,Nationally or federally applied,0.015
Switzerland,Asylum,Law (intersex),2023,Not applied,0
Turkey,Asylum,Law (intersex),2023,Not applied,0
Ukraine,Asylum,Law (intersex),2023,Not applied,0
United Kingdom,Asylum,Law (intersex),2023,Not applied,0
Albania,Asylum,Law (sexual orientation),2022,Not applied,0
Andorra,Asylum,Law (sexual orientation),2022,Not applied,0
Armenia,Asylum,Law (sexual orientation),2022,Not applied,0
Austria,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Azerbaijan,Asylum,Law (sexual orientation),2022,Not applied,0
Belarus,Asylum,Law (sexual orientation),2022,Not applied,0
Belgium,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Bosnia and Herzegovina,Asylum,Law (sexual orientation),2022,Not applied,0
Bulgaria,Asylum,Law (sexual orientation),2022,Not applied,0
Croatia,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Cyprus,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Czech Republic,Asylum,Law (sexual orientation),2022,Not applied,0
Denmark,Asylum,Law (sexual orientation),2022,Not applied,0
Estonia,Asylum,Law (sexual orientation),2022,Not applied,0
Finland,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
France,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Georgia,Asylum,Law (sexual orientation),2022,Not applied,0
Germany,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Greece,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Hungary,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Iceland,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Ireland,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Italy,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Kosovo,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Latvia,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Liechtenstein,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Lithuania,Asylum,Law (sexual orientation),2022,Not applied,0
Luxembourg,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Malta,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Moldova,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Monaco,Asylum,Law (sexual orientation),2022,Not applied,0
Montenegro,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Netherlands,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
North Macedonia,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Norway,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Poland,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Portugal,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Romania,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Russia,Asylum,Law (sexual orientation),2022,Not applied,0
San Marino,Asylum,Law (sexual orientation),2022,Not applied,0
Serbia,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Slovakia,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Slovenia,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Spain,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Sweden,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Switzerland,Asylum,Law (sexual orientation),2022,Not applied,0
Turkey,Asylum,Law (sexual orientation),2022,Not applied,0
Ukraine,Asylum,Law (sexual orientation),2022,Not applied,0
United Kingdom,Asylum,Law (sexual orientation),2022,Nationally or federally applied,0.015
Albania,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Andorra,Asylum,Law (sexual orientation),2023,Not applied,0
Armenia,Asylum,Law (sexual orientation),2023,Not applied,0
Austria,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Azerbaijan,Asylum,Law (sexual orientation),2023,Not applied,0
Belarus,Asylum,Law (sexual orientation),2023,Not applied,0
Belgium,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Bosnia and Herzegovina,Asylum,Law (sexual orientation),2023,Not applied,0
Bulgaria,Asylum,Law (sexual orientation),2023,Not applied,0
Croatia,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Cyprus,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Czech Republic,Asylum,Law (sexual orientation),2023,Not applied,0
Denmark,Asylum,Law (sexual orientation),2023,Not applied,0
Estonia,Asylum,Law (sexual orientation),2023,Not applied,0
Finland,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
France,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Georgia,Asylum,Law (sexual orientation),2023,Not applied,0
Germany,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Greece,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Hungary,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
Iceland,Asylum,Law (sexual orientation),2023,Nationally or federally applied,0.015
